,text,prediction
4855,Ability to adapt to a continually changing environment with a significant program of business change - removes obstacles to change and resolves problems,Ability | knowledge_skills | adapt to a continually changing environment with a significant program of business change
4856,Ability to work under pressure to accommodate project deadlines,Ability | knowledge_skills | work under pressure to accommodate project deadlines
4857,Degree in a computer relation vocation or relevant experience,Degree | knowledge_skills | a computer relation v && Degree | degree_in | a computer relation vocation && Degree | degree_in | relevant experience && Degree | knowledge_skills | relevant experience
4858,Experience of working within the Housing Sector is desirable,Experience | Experience_skills | working within the Housing Sector is desirable
4859," Knowledgeable in all aspects of the project life cycle (planning/set-up, monitoring, closeout) and demonstrate product line knowledge and experience","Knowledgeable | knowledge_skills | all aspects of the project life cycle ( planning / set - up , monitoring , closeout ) && Knowledgeable | Experience_skills | all aspects of the project life cycle ( planning / set - up , monitoring , closeout )"
4860, Bachelor Degree and/or proven demonstrated Project Management skills or experience within the industry,Bachelor | Experience_areas | the industry && Bachelor Degree and | degree_in | the industry
4861,"Has experience working with customers and understands the importance of delivering excellent customer service– whether it be in a previous call centre role, a retail role, or sales environment",understands | knowledge_skills | delivering excellent customer service – whether it be in
4862,"Ability to use qualities such as Empathy, Tact, Assertiveness and Diplomacy when talking to our customers","Ability | knowledge_skills | use qualities such as Empathy , Tact , Assertiveness and Diplomacy when talking to our customers"
4863,"Bachelor's degree in computer science, statistics, mathematics, data modelling, economics, finance, business administration or similar technical background",Bachelor ' s degree | degree_in | economics && Bachelor ' s degree | degree_in | similar technical background && Bachelor ' s degree | degree_in | business administration && Bachelor ' s degree | degree_in | statistics && Bachelor ' s degree | degree_in | finance && Bachelor ' s degree | degree_in | computer science && Bachelor ' s degree | degree_in | mathematics && Bachelor ' s degree | degree_in | data modelling
4864,Several years experience in demonstrable enterprise value realisation from data and business intelligence,Several years experience | Experience_skills | business intelligence && Several years experience | Experience_skills | data && Several years experience | Experience_skills | demonstrable enterprise value realisation from
4865,Data Governance understanding preferred,Data | knowledge_skills | Governance understanding
4866,Azure experience preferred,
4867,Technical knowledge SQL - Working Knowledge,
4868,Experience in managing P+L and the planning and forecasting process,Experience | Experience_skills | managing P + L and the planning and forecasting process
4869,Experience in a consumer driven and fast paced environment,Experience | Experience_skills | consumer driven and fast paced environment && Experience | Experience_skills | a
4870,PhD and experience as an established academic in Machine Learning ,PhD and experience | Experience_skills | Machine Learning
4871,"Ability to undertake original research, including leading a research group","Ability | knowledge_skills | undertake original research , including && Ability | knowledge_skills | leading a research group"
4872,Ability to attract research funding as an independent researcher,Ability | knowledge_skills | attract research funding as an independent researcher
4873,Ability to contribute to teaching on a range of non-Honours courses as well as in more specialist areas of algorithms and complexity ,Ability | knowledge_skills | contribute to teaching on a range of non - Honours courses as well as in more specialist areas of algorithms and complexity
4874,The ability to engage with a range of teaching mediums including online and distance learning,The ability | knowledge_skills | engage with a range of teaching mediums including online and distance learning
4875,Proven ability to provide leadership for activities in delivering the School’s objectives,Proven ability | knowledge_skills | provide leadership for activities in delivering the School ’ s objectives
4876,"Extensive experience in research, postgraduate supervision and teaching is essential",Extensive experience | Experience_skills | research && Extensive experience | Experience_skills | teaching && Extensive experience | Experience_skills | postgraduate supervision
4877,Proven ability to foster and embed a strong student-focused culture,Proven ability | knowledge_skills | foster and embed a strong student - focused culture
4878,"Experience of managing, motivating and supporting research staff, students and projects","Experience | Experience_skills | managing , motivating and supporting research staff , students and projects"
4879,Gain Fantastic Experience in a Global PLC,Gain Fantastic Experience | Experience_skills | a Global PLC && Gain Fantastic Experience | knowledge_skills | a Global PLC
4880, Educated to degree level,
4881,Basic understanding of wholesale physical and financial markets,Basic understanding | knowledge_areas | wholesale physical && Basic understanding | knowledge_skills | wholesale physical and financial markets
4882,"Basic knowledge of Energy Market regulatory framework including REMIT, MAR, MiFID II, EMIR, TCLC, S&P, FSMA and RAO",Basic knowledge | knowledge_skills | REMIT && Basic knowledge | knowledge_areas | TCLC && Basic knowledge | knowledge_skills | EMIR && Basic knowledge | knowledge_skills | Energy Market regulatory framework && Basic knowledge | knowledge_skills | FSMA && Basic knowledge | knowledge_skills | RAO && Basic knowledge | knowledge_skills | MAR && Basic knowledge | knowledge_areas | MAR && Basic knowledge | knowledge_areas | S & P && Basic knowledge | knowledge_areas | REMIT && Basic knowledge | knowledge_skills | TCLC && Basic knowledge | knowledge_areas | FSMA && Basic knowledge | knowledge_areas | MiFID II && Basic knowledge | knowledge_areas | EMIR && Basic knowledge | knowledge_areas | Energy Market regulatory framework && Basic knowledge | knowledge_skills | S & P && Basic knowledge | knowledge_skills | MiFID II && Basic knowledge | knowledge_areas | RAO
4883,Understanding of regulatory risks associated with energy/financial markets (implications/sanctions),Understanding | knowledge_skills | regulatory risks associated with energy / financial markets ( implications / sanctions )
4884,"Prior experience working with commercial teams (including 24hr trading functions), building trust, confidence and respect whilst challenging the status quo","Prior experience | Experience_skills | working with commercial teams ( including 24hr trading functions ) && Prior experience | Experience_skills | building trust , confidence and respect whilst challenging the status quo"
4885,Experience participating in projects that involve complex data and influencing the operational culture of a business,Experience | Experience_skills | participating in projects that involve complex data
4886,Ability to cut through complexity to identify principal impacts and practical options,Ability | knowledge_skills | cut through complexity to identify principal impacts and practical options
4887,Ability to work collaboratively in a team environment,Ability | knowledge_skills | to work collaboratively in a team environment
4888,"As disability confident leaders, we guarantee to interview all disabled applicants who meet the minimum criteria for the vacancy - Dimensions has been awarded this symbol by Jobcentre Plus to recognise our commitment towards the employment, retention, training and career development of disabled employees",guarantee | knowledge_skills | interview all disabled applicants who meet the minimum criteria for the vacancy
4889,Expertise in SQL scripting to extract data from corporate systems,Expertise | knowledge_skills | SQL scripting && Expertise | knowledge_skills | extract data from corporate systems
4890,Knowledge and experience of implementing performance management and business insight applications into complex operating environments,experience | Experience_skills | implementing performance management and business insight applications into complex operating environments && Knowledge | Experience_skills | implementing performance management and business insight applications into complex operating environments && Knowledge | knowledge_skills | implementing performance management and business insight applications into complex operating environments
4891,"Ability to interpret relevant information, analyse complex data, and come to well-informed conclusions",Ability | knowledge_skills | analyse complex data && Ability | knowledge_skills | interpret relevant information && Ability | knowledge_skills | come to well - informed conclusions
4892,Knowledge and experience of using data visualisation tools,experience | Experience_skills | using data visualisation tools
4893,Knowledge of statistical techniques to measure results and show key trends,Knowledge | knowledge_skills | show key trends && Knowledge | knowledge_skills | measure results && Knowledge | knowledge_skills | statistical techniques
4894,Experience of using predictive analytics,Experience | Experience_skills | using predictive analytics
4895,Understanding of data Science techniques to understand and analyse data,Understanding | knowledge_skills | data Science && Understanding | knowledge_skills | understand and analyse data && Understanding | knowledge_areas | data Science techniques
4896,Must have proven experience within a similar role,proven experience | Experience_skills | a similar role
4897,"Ability to communicate clearly and concisely, verbally and in written form with colleagues at all levels, both internally and externally","Ability | knowledge_skills | communicate clearly and concisely , verbally and in written form with colleagues at all levels , both internally and externally"
4898,has experience of working with children in a primary school setting (Midday Supervisor only),has experience | Experience_skills | working with children in a primary school setting ( Midday Supervisor only )
4899,Flexibility and adaptability working in a challenging environment,Flexibility | knowledge_skills | adapt
4900,Ability to operate independently and collaborative effectively with colleagues,Ability | knowledge_skills | operate independently and collaborative effectively with colleagues
4901,Working knowledge of Excel advantageous,Working knowledge | knowledge_skills | Excel advantageous
4902, Involves and leverages knowledge of others in decision making and problem solving,Involves | knowledge_skills | leverage
4903,Previous experience in energy pricing or similar role,Previous experience | Experience_skills | similar role && Previous experience | Experience_areas | energy pricing && Previous experience | Experience_areas | similar role && Previous experience | Experience_skills | energy pricing
4904,Ability to plan teams and own work in a structured and prioritised,Ability | knowledge_skills | plan teams and own work in a structured and prioritised
4905,Ability to effectively perform analysis on a range of data,Ability | knowledge_skills | effectively perform analysis on a range of data
4906, Your areas of knowledge and expertise,Your areas | degree_in | knowledge && Your areas | degree_in | expertise
4907, We value experience over formal qualifications,We value experience | Experience_skills | formal qualifications
4908, We value experience over formal qualifications,We value experience | Experience_skills | formal qualifications
4909,Knowledgeable of COSHH (desirable),Knowledgeable | knowledge_skills | COSHH ( desirable )
4910," Experience with CRM and digital marketing technologies including Salesforce, Adobe, Eloqua",Experience | Experience_skills | Eloqua && Experience | Experience_skills | digital marketing technologies && Experience | Experience_skills | Adobe && Experience | Experience_skills | CRM and && Experience | Experience_skills | Salesforce
4911, Strong proficiency with visualisation tools like PowerBI,Strong proficiency | knowledge_skills | PowerBI && Strong proficiency | knowledge_skills | visualisation tools
4912," Experience with BI tools, preferably Cognos",Experience | Experience_skills | BI tools && Experience | Experience_skills | Cognos
4913, Knowledge of relational databases and SQL,Knowledge | knowledge_skills | relational databases && Knowledge | knowledge_skills | SQL
4914," Ability to synthesize large amounts of data, identify key trends and translate into insights and recommendations",Ability | knowledge_skills | synthesize large amounts of data && Ability | knowledge_skills | translate into insights and recommendations && Ability | knowledge_skills | identify key trends
4915, Proficiency in Microsoft Office; Excel and PowerPoint,Proficiency | knowledge_skills | Microsoft Office && Proficiency | knowledge_skills | PowerPoint && Proficiency | knowledge_skills | Excel
4916," Through passion and teamwork, we share expertise and innovation with our customers to advance technologies and develop meaningful solutions – making a difference in the world",
4917, To be proficient in all relevant software provided – Acrobat and Automation Engine,
4918, Gain diverse experience by working on projects of all sizes,Gain diverse experience | Experience_skills | working on projects of all sizes
4919, Use your knowledge to plan and deliver Power BI solutions,Use your knowledge | knowledge_skills | plan and deliver Power BI solutions
4920, Imparting your knowledge to others,
4921," Degree educated in fields such as Computer Science, Data Science, Engineering, Mathematics, Physics or equivalent experience",Degree educated | degree_in | equivalent && Degree educated | degree_in | Data Science && Degree educated | degree_in | Computer Science && Degree educated | degree_in | Engineering && Degree educated | degree_in | Physics && Degree educated | degree_in | Mathematics
4922, Experience preparing data for analytics and following a data science process,Experience | Experience_skills | preparing data for analytics and && Experience | Experience_skills | following a data science process
4923, Experience participating in workshops to identify and define user requirements,Experience | Experience_skills | participating in workshops to identify and define user requirements
4924," Experience in writing reports, documentation, proposals","Experience | Experience_skills | writing reports , documentation , proposals"
4925," Wider knowledge of the Power Platform including Power Apps, Power Automate, DataVerse etc",Wider knowledge | knowledge_skills | Power Apps && Wider knowledge | knowledge_skills | the Power Platform && Wider knowledge | knowledge_skills | Power Automate && Wider knowledge | knowledge_skills | DataVerse
4926, Coding experience in SQL or Python,Coding experience | Experience_skills | SQL && Coding experience | Experience_skills | Python
4927,"Previous experience in a similar role, on console or in the mobile app industry required",Previous experience | Experience_skills | similar role && Previous experience | Experience_areas | the mobile app industry && Previous experience | Experience_skills | the mobile app industry
4928, An understanding of the QA process and testing methodologies,An understanding | knowledge_areas | the QA process and && An understanding | knowledge_areas | testing methodologies
4929, Proficient in English written and verbal communication skills,Proficient | knowledge_skills | English written and verbal communication skills
4930, Ability to work both independently and in a team,Ability | knowledge_skills | work both independently and in a team
4931,Knowledge of bug tracking tools such as Bugzilla or JIRA,Knowledge | knowledge_skills | JIRA && Knowledge | knowledge_skills | bug tracking tools && Knowledge | knowledge_skills | Bugzilla
4932, Demonstrate proficiency in job knowledge (i,Demonstrate proficiency | knowledge_skills | job knowledge ( i
4933, Exhibit a familiarity with current product and trend awareness,a familiarity | knowledge_skills | trend awareness && Exhibit | knowledge_skills | trend awareness
4934, Previous experience in a retail environment – not a must,Previous experience | Experience_skills | retail environment && Previous experience | Experience_areas | retail environment
4935,"Be an expert user of the Workforce Deployment systems, ensuring a good level of understanding and accuracy to actively promote E- Job Planning and E-Rostering throughout the Trust",
4936, Experience writing requirements for chatbots using AI/Natural Language Processing,Experience | Experience_skills | writing requirements for chatbots using AI / Natural Language Processing
4937, Experience using Dialog Flow or other Chabot creation tool,Experience | Experience_skills | using Dialog Flow or other Chabot creation tool
4938,2+ years experience in product management,2 + years experience | Experience_skills | product management
4939, Knowledge of chatbot tools (Dialog Flow preferred or others),Knowledge | knowledge_skills | chatbot tools ( Dialog Flow preferred or others )
4940, Knowledge of wireframe tools (e,Knowledge | knowledge_skills | wireframe tools ( e
4941, Familiarity with quantitative and qualitative data collection,Familiarity | knowledge_skills | quantitative and qualitative data collection
4942, Ability to work well in teams; but a self-starter,Ability | knowledge_skills | work well in teams
4943," Strong experience working with marketing or customer databases, and intermediate or advanced knowledge of SQL and Python",Strong experience | Experience_skills | working with marketing or customer databases && Strong experience | Experience_skills | SQL && intermediate | knowledge_skills | Python && intermediate | knowledge_skills | SQL
4944, Strong experience in delivering models and segments based on first party data for activation via personalisation or paid marketing,Strong experience | Experience_skills | delivering models and segments based on first party data for activation via personalisation or paid marketing
4945,You have strong experience testing APIs,strong experience | Experience_skills | testing APIs
4946,You have extensive experience testing web and mobile UI,experience | Experience_skills | testing web and mobile UI && extensive | Experience_skills | testing web and mobile UI
4947,Familiar with exploratory testing techniques,Familiar | knowledge_skills | exploratory testing techniques
4948,You have experience with automated UI and API testing,experience | Experience_skills | automated UI and API testing
4949,You have experience in working in an agile team,experience | Experience_skills | working in an agile team
4950,Familiar with Git commands and related tooling,Familiar | knowledge_skills | related tooling && Familiar | knowledge_skills | Git commands
4951,The ability to work as part of a team,The ability | knowledge_skills | work as part of a team
4952,"Demonstrated ability to meet time-sensitive deadlines, working well under tight targets",
4953,Proficiency in MS Office product suite,Proficiency | knowledge_skills | MS Office product suite
4954,ERP Systems knowledge (Oracle / SAP /JDE),
4955," The primary focus of the Data Analyst (s) is to support all data and analytics requirements by maximizing efficiencies and effectiveness of process, standards, technology, and reporting contributing towards market opportunities to strengthen the business",
4956, The ability to build trusted relationships quickly,The ability | knowledge_skills | build trusted relationships quickly
4957, Ability to work as part of a virtual global team to collaborate across geographic and organizational boundaries to deliver better business results and share best practices,Ability | knowledge_skills | work as part of a virtual global team to collaborate across geographic and organizational boundaries to deliver better business results and share best practices
4958," Ability to use data and apply robust analytics to model various business scenarios and analyze resulting cost, impact, risks, and benefits to inform and recommend business solutions","Ability | knowledge_skills | use data and apply robust analytics to model various business scenarios and analyze resulting cost , impact , risks , and benefits to inform and recommend business solutions"
4959," Knowledge of sources for competitive analysis including supplier and industry data to build competitive intelligence, inform business planning and optimize decision-making",Knowledge | knowledge_skills | inform business planning && Knowledge | knowledge_skills | build competitive intelligence && Knowledge | knowledge_skills | sources for && Knowledge | knowledge_skills | supplier and industry data && Knowledge | knowledge_skills | competitive analysis
4960, Includes the ability to create and analyze industry cost models order to assess suppliers' competitive capabilities,
4961, University Degree (Bachelor) or equivalent experience,
4962," We focus on four key behaviors – curious, empowered, inclusive and agile – and value how we work as much as what we achieve",
4963,"5+ years of experience in data driven marketing and analytics, dashboard and reporting development with successful track record delivering dashboards/reporting for self-serve model, weekly/monthly reporting, and executive leadership reporting through agile methodology",5 + years of experience | Experience_skills | data driven marketing and analytics && 5 + years of experience | Experience_areas | agile methodology && 5 + years of experience | Experience_skills | dashboard and reporting development && 5 + years of experience | Experience_skills | executive leadership reporting through
4964,"Experience working cross-functionally with marketing, sales, channels, and IT teams","Experience | Experience_skills | working cross - functionally with marketing , sales , channels , and IT teams"
4965," We focus on results, not how many days you work or where that work takes place",
4966, Experience Required,
4967, Good understanding of software and project lifecycles including a range of developments (traditional & agile) including testing and release practices,Good understanding | knowledge_skills | software
4968," Experience of identifying and implementing non-technical solutions to business problems, e",Experience | Experience_skills | identifying and implementing non - technical solutions to business problems
4969," Demonstrable experience of delivering high quality results in a matrix structure, on time, on budget and in line with requirements","Demonstrable experience | Experience_skills | delivering high quality results in a matrix structure , on time , on budget and in line with requirements"
4970," Experience of working with senior management, good stakeholder management skills",Experience | Experience_skills | working with senior management
4971," Previous experience developing requirements for CRM projects and implementation (Experience with FSL, Salesforce Sales Cloud, Service Cloud, Communities, Health Cloud a major plus)",Previous experience | Experience_skills | developing requirements for CRM projects and implementation ( Experience
4972, Educated to degree level in an information technology discipline with specialisation in SAD or Business Analysis,degree | degree_in | Business Analysis
4973, A strong foundational knowledge of the main paid social (Facebook / Instagram / Pinterest) and PPC (Google / Microsoft) advertising platforms,A strong foundational knowledge | knowledge_skills | the main paid social ( Facebook / Instagram / Pinterest )
4974, A thirst for knowledge and a commitment to be always learning,A thirst | knowledge_skills | knowledge
4975,"4+ years of experience with technical skill set, in the role of Business Analyst, Product Analyst or Business Consultant",4 + years of experience | Experience_skills | Business Consultant && 4 + years of experience | Experience_skills | Business Analyst && 4 + years of experience | Experience_skills | Product Analyst && 4 + years of experience | Experience_skills | technical skill set
4976,Experience with stakeholders management and collaboration with product owner,Experience | Experience_skills | collaboration with product owner && Experience | Experience_skills | stakeholders management
4977,Experience with writing technical and process documentation;,Experience | Experience_skills | writing technical and process documentation
4978,"Experience in business, systems, and engineering process modeling;","Experience | Experience_skills | business && Experience | Experience_skills | systems , and engineering process modeling"
4979,Experience with integration projects and specification;,Experience | Experience_skills | integration projects and specification
4980,Understanding of software development lifecycle and processes;,Understanding | knowledge_skills | software development lifecycle and processes
4981,Good understanding of agile including Scrum framework;,Good understanding | knowledge_areas | agile including Scrum framework
4982,Experience with JIRA and Confluence is a MUST have,Experience | Experience_skills | Confluence && Experience | Experience_skills | JIRA
4983,Experience in financial industry is an advantage,Experience | Experience_areas | financial industry
4984,"With a passion to deliver high-end interactive cinematic games, Supermassive Games is carving a unique and exciting path in the games industry",
4985,2+ years experience in Functional Games QA,2 + years experience | Experience_skills | Functional Games QA
4986,Experience using Microsoft Office applications,Experience | Experience_skills | using Microsoft Office applications
4987,Experience of using defect tracking tools and systems,Experience | Experience_skills | using defect tracking tools and systems
4988,"Experience executing structured test plans, especially smoke and regression tests","Experience | Experience_skills | executing structured test plans , especially smoke and regression tests"
4989,Experience of working as an embedded games tester located with a development team,Experience | Experience_skills | working as an embedded games tester located with a development team
4990,Understanding of or exposure to a variety of testing methodologies,
4991, Your areas of knowledge and expertise,Your areas | degree_in | knowledge && Your areas | degree_in | expertise
4992, Experience in creating schedules & plans,Experience | Experience_skills | creating schedules & plans
4993, Experience in using Microsoft Office (essential),Experience | Experience_skills | using Microsoft Office ( essential )
4994, Events experience (ideal),
4995, We value experience over formal qualifications,We value experience | Experience_skills | formal qualifications
4996, We value experience over formal qualifications,We value experience | Experience_skills | formal qualifications
4997," This approach led us to reimagine the most mundane household object, a thermostat, into a product that automatically reduces energy bills, looks great and offers control and flexibility to those who want it",
4998,"Understanding of Scrum, Jira, XRay or other agile toolsets",Understanding | knowledge_skills | Scrum && Understanding | knowledge_skills | other agile toolsets && Understanding | knowledge_skills | XRay && Understanding | knowledge_skills | Jira
4999,Experience with IoT device or SaaS web testing,Experience | Experience_skills | IoT device && Experience | Experience_skills | SaaS web testing
5000,Previous luxury marketing experience a plus,
5001,"Proficient with Excel, Word, Google docs and Keynote",Proficient | knowledge_skills | Keynote && Proficient | knowledge_skills | Google docs && Proficient | knowledge_skills | Word && Proficient | knowledge_skills | Excel
5002, Commercial experience with Digital Analytics tools such as Google or Adobe Analytics,Commercial experience | Experience_skills | Adobe Analytics && Commercial experience | Experience_skills | Digital Analytics tools && Commercial experience | Experience_skills | Google
5003,Capability with data visualization tools such as Microsoft Power BI or Tableau,Capability | knowledge_skills | data visualization tools && Capability | knowledge_skills | Microsoft Power BI && Capability | knowledge_skills | Tableau
5004, Experience providing QA for software products,Experience | Experience_skills | providing QA for software products
5005, An ability and desire to learn new skills quickly,An ability and desire | knowledge_skills | learn new skills quickly
5006, Experience designing and leading QA process improvements,Experience | Experience_skills | designing and leading QA process improvements
5007, Experience automating tests to help reduce manual work,Experience | Experience_skills | automating tests to help reduce manual work
5008, Experience utilising AWS services,Experience | Experience_skills | utilising AWS services
5009,You have experience testing mobile applications in a fast delivering growth environment,experience | Experience_skills | testing mobile applications in a fast delivering growth environment
5010,You have experience in setting up processes and getting a team to follow them in order to deliver quality products,experience | Experience_skills | getting a team to follow them in order to deliver quality products && experience | Experience_skills | setting up processes
5011, Strong experience as a product market analyst or similar role,Strong experience | Experience_skills | a product market analyst && Strong experience | Experience_skills | similar role
5012," Knowledge of user segmentation, and consumer insights experience",Knowledge | knowledge_skills | consumer && Knowledge | knowledge_skills | user segmentation
5013," Deep understanding of subscription metrics such as Churn rate, MRR, ARR, ARPU, LTV",Deep understanding | knowledge_skills | ARR && Deep understanding | knowledge_skills | subscription metrics && Deep understanding | knowledge_skills | Churn rate && Deep understanding | knowledge_skills | ARPU && Deep understanding | knowledge_skills | MRR && Deep understanding | knowledge_skills | LTV
5014, Proven ability to drive business results with their data-driven insights,Proven ability | knowledge_skills | drive business results with their data - driven insights
5015,Knowledge and Skills,Knowledge | knowledge_skills | Skills
5016,Experience working as an Occupational Therapy or Physiotherapy Assistant/Technical Instructor or able to demonstrate experience in a relevant caring capacity,Experience | Experience_skills | working as an Occupational Therapy or Physiotherapy Assistant / Technical Instructor
5017, Ability to change from one task to another regularly and effectively,Ability | knowledge_skills | change from one task to another regularly and effectively
5018, Ability to manage and run complex projects with multiple stakeholders,Ability | knowledge_skills | manage and run complex projects with multiple stakeholders
5019, Ability to work in a fast-paced environment across multiple deadlines and think clearly under pressure,Ability | knowledge_skills | think clearly under pressure && Ability | knowledge_skills | work in a fast - paced environment across multiple deadlines
5020, Experience in marketing analytics such as media or brand measurement,Experience | Experience_skills | media or && Experience | Experience_skills | marketing analytics && Experience | Experience_skills | brand measurement
5021,Experience with qualitative research,Experience | Experience_skills | qualitative research
5022, Experience as a marketing analyst using statistical techniques (e,Experience | Experience_skills | a marketing analyst using statistical techniques ( e
5023,Experience using data for storytelling and presenting complex research findings to both technical and non-technical audiences,Experience | Experience_skills | using data for storytelling and presenting complex research findings to both technical and non - technical audiences
5024,Experience with data mining principles and querying large data sets (e,Experience | Experience_skills | data mining principles && Experience | Experience_skills | querying large data sets ( e
5025,Knowledge of statistical modeling techniques (e,Knowledge | knowledge_skills | statistical modeling techniques ( e && Knowledge | knowledge_areas | statistical modeling techniques (
5026,Knowledge of design packages or software,Knowledge | knowledge_skills | software && Knowledge | knowledge_skills | design packages
5027," Demonstrable experience in a risk-related role and a demonstrable track record of delivering a high-quality service to internal and external stakeholders,",demonstrable track record | Experience_skills | risk - related role && Demonstrable experience | Experience_skills | risk - related role && demonstrable track record | Experience_skills | delivering a high - quality service to internal and external stakeholders && Demonstrable experience | Experience_skills | delivering a high - quality service to internal and external stakeholders && Demonstrable experience | Experience_skills | a
5028,Experience of working with members of the public in a customer service environment,Experience | Experience_skills | working with members of the public in a customer service environment
5029,Ability to work effectively under pressure and to meet deadlines,Ability | knowledge_skills | work effectively under pressure and to meet deadlines
5030,Experience of using ICT and Windows based computer packages,Experience | Experience_skills | using ICT and Windows based computer packages
5031,Ability to share enthusiasm and knowledge of books and reading with customers of all ages,Ability | knowledge_skills | share enthusiasm and knowledge of books and reading with customers of all ages
5032,Ability to work effectively within a team and with staff at all levels,Ability | knowledge_skills | work effectively within a team and with staff at all levels
5033,Ability to work with some initiative and little close supervision,Ability | knowledge_skills | work with some initiative and little close supervision
5034," With expertise across the world’s largest industries, we leverage technology and data science, to provide the insights, software, and data to help our customers make better informed decisions, driving growth, performance, and efficiency",
5035,An ability to learn and adapt quickly in a rapidly changing environment,An ability | knowledge_skills | learn and adapt quickly in a rapidly changing environment
5036, High ability and skill in work prioritization with ability to manage multiple priorities and deadlines with minimum disruption and with a positive attitude and professionalism,ability | knowledge_skills | manage multiple priorities and deadlines with minimum disruption && ability | knowledge_skills | work prioritization
5037," Demonstrated experience in problem solving,",Demonstrated experience | Experience_skills | problem solving
5038," High proficiency and experience with Intel internal processes, procedures, policies and tools e",
5039,Retail experience is not a necessity when beginning your Card Factory story,
5040,"Develop a knowledge of other systems used by the business, including Anaplan, Data Studios, Salesforce, COINS, and ensure systems are used effectively in conjunction with each other",a knowledge | knowledge_skills | other systems used by the business && a knowledge | knowledge_skills | Salesforce && a knowledge | knowledge_skills | COINS && a knowledge | knowledge_skills | Data Studios
5041, Post Qualified experience in an analytical role,Post Qualified experience | Experience_skills | an analytical role
5042,Experience with Planning and Analytics or modelling software (desirable),Experience | Experience_skills | modelling software ( desirable ) && Experience | Experience_skills | Planning and Analytics
5043,Experience with Planning and Analytics or modelling software,Experience | Experience_skills | Planning and Analytics or modelling software
5044,Ability to work independently and solve business problems through own initiative,Ability | knowledge_skills | work independently and solve business problems through own initiative
5045,A highly structured approach to working with a systematic approach to project management,A highly structured approach | knowledge_skills | working with a systematic approach to project management
5046,Experience in Machine Learning and Artificial Intelligence (inc,Experience | Experience_skills | Artificial Intelligence ( inc && Experience | Experience_skills | Machine Learning and
5047,Understanding and experience of UX and Design principles,experience | Experience_areas | Design principles && Understanding | knowledge_areas | UX && experience | Experience_areas | UX
5048,Previous experience in Recruitment is desirable,Previous experience | Experience_skills | Recruitment
5049," Understanding of financial and operational controls in a high-volume reporting environment, with high reliance on IT systems, automated and manual controls",Understanding | knowledge_skills | financial and operational controls in a high - volume reporting environment && Understanding | knowledge_skills | automated
5050,Ability to dive deep into existing processes in order to identify issues and opportunities towards improving client submissions and internal reporting,Ability | knowledge_skills | dive deep into existing processes in order to identify issues and opportunities towards improving client submissions and internal reporting
5051,Ability to Lead and motivate the team,Ability | knowledge_skills | Lead && Ability | knowledge_skills | motivate the team
5052,Background in managing multiple projects,Background | knowledge_skills | managing multiple projects && Background | Experience_skills | managing multiple projects
5053,Financial services experience is an advantage,
5054,"Ability to contribute in a fast-paced, dynamic work environment with the ability to prioritize multiple functions and tasks","the | knowledge_skills | prioritize multiple functions and tasks && ability | knowledge_skills | prioritize multiple functions and tasks && Ability | knowledge_skills | contribute in a fast - paced , dynamic work environment"
5055,"Experience with research/sourcing tools such as LinkedIn and other social media, or technical forums",Experience | Experience_skills | LinkedIn && Experience | Experience_skills | technical forums && Experience | Experience_skills | research / sourcing tools && Experience | Experience_skills | other social media
5056,Solid experience in a programming language such as Python or Java,Solid experience | Experience_skills | Python && Solid experience | Experience_skills | a programming language && Solid experience | Experience_skills | Java
5057,"Experience with database technologies like Postgres, Aurora, Hadoop etc",Experience | Experience_skills | database technologies && Experience | Experience_skills | Hadoop && Experience | Experience_skills | Postgres && Experience | Experience_skills | Aurora
5058,Knowledge of CI/CD tools,Knowledge | knowledge_skills | CI / CD tools
5059,Good knowledge of PC hardware set-up and configuration,Good knowledge | knowledge_skills | PC hardware set - up and configuration
5060,"A passion for working with data, including high-quality and accurate work, and an ability to summarise key findings in simple terms",
5061,Knowledge of SQL Server to manipulate and analyse datasets,Knowledge | knowledge_skills | SQL Server && Knowledge | knowledge_skills | manipulate and analyse datasets
5062,Strong knowledge of Microsoft based operating systems (Windows 10),Strong knowledge | knowledge_skills | Microsoft based operating systems ( Windows 10 )
5063,Experience using Apple Macs,Experience | Experience_skills | using Apple Macs
5064,Capability of working in a team and collaborating with and supporting colleagues,Capability | knowledge_skills | working in a team and collaborating with and supporting colleagues
5065,"The ability to change priorities quickly, and the capacity to handle multiple tasks in a fast-paced, changing environment","the capacity | knowledge_skills | handle multiple tasks in a fast - paced , changing environment && the capacity | knowledge_skills | change priorities quickly"
5066,The ability to work independently but also with colleagues,The ability | knowledge_skills | work independently but also with colleagues
5067,Knowledge Graph Research Scientist,
5068,Relevant experience of labouring work,Relevant experience | Experience_skills | labouring work
5069,General knowledge of building trades,General knowledge | knowledge_skills | building trades
5070,The ability to work effectively within a team and communicate appropriately with a variety of College staff,The ability | knowledge_skills | work effectively within a team
5071,Some experience of working in a fast-paced environment,Some experience | Experience_skills | working in a fast - paced environment
5072, The ability to react positively to changing priorities,The ability | knowledge_skills | react positively to changing priorities
5073, Experience in providing excellent customer service,Experience | Experience_skills | providing excellent customer service
5074, Ability to translate complex data into insights and to promote discussion with managers and key stakeholders,Ability | knowledge_skills | promote discussion with managers and key stakeholders && Ability | knowledge_skills | translate complex data into insights
5075, Commercial experience coding in either SQL/SAS/Python similar and Excel,Commercial experience | Experience_skills | coding in either SQL / SAS / Python similar and Excel
