,Unnamed: 0,prefix,input_text,target_text
3117,3117,webNLG,"Experience | Experience_skills | management , and reporting of defects && Experience | Experience_skills | associated early lifecycle support && Experience | Experience_skills | the critical project to service transition phase","Experience of the critical project to service transition phase and associated early lifecycle support, including management, and reporting of defects"
3118,3118,webNLG,Strong understanding | knowledge_skills | the full project lifecycle,Strong understanding of the full project lifecycle
3119,3119,webNLG,Ability | knowledge_skills | work independently or as part of a team,Ability to work independently or as part of a team
3120,3120,webNLG,Ability | knowledge_skills | deal with high volumes of work accurately and to deadline,Ability to deal with high volumes of work accurately and to deadline
3121,3121,webNLG,The ability | knowledge_skills | follow instructions whilst staying calm in pressured situations,The ability to follow instructions whilst staying calm in pressured situations
3122,3122,webNLG,The ability | knowledge_skills | deal with challenging customers by showing professional behaviour at all times,The ability to deal with challenging customers by showing professional behaviour at all times
3123,3123,webNLG,strong understanding | knowledge_areas | the,A strong understanding of the payments / finance industry is integral to the role
3124,3124,webNLG,Demonstrable experience | Experience_skills | working as a User Experience Designer / Lead / Analyst in an Agile organisation,"Demonstrable experience in working as a User Experience Designer / Lead / Analyst in an Agile organisation, ideally with experience in the payments industry"
3125,3125,webNLG,"experience | Experience_skills | designing , delivering and owning key products experiences","Will have experience of designing, delivering and owning key products experiences"
3126,3126,webNLG,Knowledge | knowledge_areas | platform tools specific && Knowledge | knowledge_skills | platform tools specific to a banking environment,Knowledge of platform tools specific to a banking environment e
3127,3127,webNLG,knowledge | knowledge_skills | Microsoft Dynamics && knowledge | knowledge_skills | Power Suite solutions && Ideally experience | Experience_skills | Power Suite solutions && Ideally experience | Experience_skills | Microsoft Dynamics,Ideally experience and knowledge of Microsoft Dynamics and Power Suite solutions
3128,3128,webNLG,Knowledge | knowledge_areas | the && Knowledge | knowledge_skills | self - improvement,Knowledge of the latest approaches and trends in product design and a proactive approach to self-improvement
3129,3129,webNLG,Experience | Experience_areas | the finance sector,Experience of the finance sector
3130,3130,webNLG,Strong understanding | knowledge_areas | Agile Development methodologies,"Strong understanding of Agile Development methodologies, and previous experience of working within Agile Teams"
3131,3131,webNLG,good understanding | knowledge_skills | current CQC regulations && good understanding | knowledge_skills | other overarching governing bodies relevant to the Care Industry,Have a good understanding of current CQC regulations along with other overarching governing bodies relevant to the Care Industry
3132,3132,webNLG,Ability | knowledge_skills | follow through and monitor Improvement plan progress, Ability to follow through and monitor Improvement plan progress
3133,3133,webNLG,Ability | knowledge_skills | work under pressure, Ability to work under pressure
3134,3134,webNLG,Have previous experience | Experience_skills | compliance role && Have previous experience | Experience_areas | compliance, Have previous experience in a compliance role
3135,3135,webNLG,Experience | Experience_skills | a Business Analyst,Experience as a Business Analyst
3136,3136,webNLG,Knowledge | knowledge_skills | software development lifecycles && Knowledge | knowledge_skills | requirements && Knowledge | knowledge_skills | front end process && Knowledge | knowledge_skills | associated processes && Knowledge | knowledge_skills | business systems && Knowledge | knowledge_areas | requirements capture methods and techniques,"Knowledge of requirements capture methods and techniques, business systems and analysis, front end process, software development lifecycles and associated processes"
3137,3137,webNLG,Proficient | knowledge_skills | use of requirements capturing methodology toolsets && Proficient | knowledge_skills | the,Proficient in the use of requirements capturing methodology toolsets e
3138,3138,webNLG,knowledge | knowledge_skills | UX / CX ( Customer Experience && Background | knowledge_skills | UX / CX ( Customer Experience,Background in or knowledge of UX / CX (Customer Experience) useful
3139,3139,webNLG,Strong experience | Experience_skills | Analysis on && Strong experience | Experience_skills | large scale && Strong experience | Experience_skills | Requirements,Strong experience in Requirements and Analysis on large scale and/or multi project environments
3140,3140,webNLG,Detailed understanding | knowledge_skills | Systems Lifecycles,Detailed understanding of Systems Lifecycles
3141,3141,webNLG,Experience | Experience_skills | Windows and MS Office Applications,Experience with Windows and MS Office Applications
3142,3142,webNLG,The ability | knowledge_skills | driving best practice at all times && The ability | knowledge_skills | act as a leader," The ability to act as a leader, driving best practice at all times"
3143,3143,webNLG,"Ability | knowledge_skills | work with a broad , virtual team"," Ability to work with a broad, virtual team"
3144,3144,webNLG,Ability | knowledge_skills | present to client / stakeholders at all levels in an organisation,Ability to present to client/stakeholders at all levels in an organisation
3145,3145,webNLG,"Experience | Experience_skills | working in multi - disciplinary teams , and fast - paced project environments","Experience of working in multi-disciplinary teams, and fast-paced project environments"
3146,3146,webNLG,Conceptual design experience | Experience_skills | Airframe Structures ( metallic and composite components ),Conceptual design experience in Airframe Structures (metallic and composite components)
3147,3147,webNLG,Experience | Experience_skills | Systems population ( DMU ) within overall Airframe structure,Experience of Systems population (DMU) within overall Airframe structure
3148,3148,webNLG,Ability | knowledge_skills | communicate effectively with internal parties during the design process,Ability to communicate effectively with internal parties during the design process
3149,3149,webNLG,Experience | Experience_skills | designing Aerospace products that span the full product lifecycle,Experience of designing Aerospace products that span the full product lifecycle
3150,3150,webNLG,Knowledge | knowledge_skills | requirements gathering activities during the design process,Knowledge of requirements gathering activities during the design process
3151,3151,webNLG,Knowledge | knowledge_skills | DEF STAN && Knowledge | knowledge_skills | FAA regulations && Knowledge | knowledge_skills | product certification process && Knowledge | knowledge_skills | CAA && Knowledge | knowledge_skills | EASA,"Knowledge of CAA, DEF STAN, EASA and FAA regulations and the product certification process"
3152,3152,webNLG,Strong Experience | Experience_skills | using CATIA V5,Strong Experience of using CATIA V5
3153,3153,webNLG,Experience | Experience_skills | support design reviews,Experience of support design reviews
3154,3154,webNLG,Ability | knowledge_skills | work with minimal guidance,Ability to work with minimal guidance
3155,3155,webNLG,Familiarity | knowledge_skills | the Google stack,Familiarity with the Google stack
3156,3156,webNLG,Experience | Experience_skills | a Business Analyst,Experience as a Business Analyst
3157,3157,webNLG,Knowledge | knowledge_skills | software development lifecycles && Knowledge | knowledge_skills | requirements && Knowledge | knowledge_skills | front end process && Knowledge | knowledge_skills | associated processes && Knowledge | knowledge_skills | business systems && Knowledge | knowledge_areas | requirements capture methods and techniques,"Knowledge of requirements capture methods and techniques, business systems and analysis, front end process, software development lifecycles and associated processes"
3158,3158,webNLG,Proficient | knowledge_skills | use of requirements capturing methodology toolsets && Proficient | knowledge_skills | the,Proficient in the use of requirements capturing methodology toolsets e
3159,3159,webNLG,knowledge | knowledge_skills | UX / CX ( Customer Experience && Background | knowledge_skills | UX / CX ( Customer Experience,Background in or knowledge of UX / CX (Customer Experience) useful
3160,3160,webNLG,Strong experience | Experience_skills | Analysis on && Strong experience | Experience_skills | large scale && Strong experience | Experience_skills | Requirements,Strong experience in Requirements and Analysis on large scale and/or multi project environments
3161,3161,webNLG,Detailed understanding | knowledge_skills | Systems Lifecycles,Detailed understanding of Systems Lifecycles
3162,3162,webNLG,Experience | Experience_skills | Windows and MS Office Applications,Experience with Windows and MS Office Applications
3163,3163,webNLG,Experience | Experience_skills | working on IT and digital change or transformation projects,Experience working on IT and digital change or transformation projects
3164,3164,webNLG,The ability | knowledge_skills | engage with clients and internal or external customers and stakeholders,The ability to engage with clients and internal or external customers and stakeholders
3165,3165,webNLG,Ability | knowledge_skills | comprehend / interpret technical and non - technical information and apply it to script writing and video production,Ability to comprehend/interpret technical and non-technical information and apply it to script writing and video production
3166,3166,webNLG,Knowledge | knowledge_skills | Adobe After Effects,Knowledge of Adobe After Effects
3167,3167,webNLG,Ability | knowledge_skills | work under pressure in a close knit team, Ability to work under pressure in a close knit team
3168,3168,webNLG,A proven track record | Experience_skills | Team manager level within a fast - paced warehouse environment && A proven track record | Experience_skills | Team leader, A proven track record at Team leader or Team manager level within a fast-paced warehouse environment
3169,3169,webNLG,"The ability | knowledge_skills | effectively lead , develop and manage a team && The ability | knowledge_skills | identify areas for development"," The ability to effectively lead, develop and manage a team, identify areas for development and recognise success"
3170,3170,webNLG,The ability | knowledge_skills | investigate and report findings && The ability | knowledge_skills | engaging with all levels within the site,"The ability to investigate and report findings, engaging with all levels within the site"
3171,3171,webNLG,Ability | knowledge_skills | listen and take instruction from Foreman / Supervisors, Ability to listen and take instruction from Foreman/Supervisors
3172,3172,webNLG,Experience | Experience_areas | the Rail Industry && Experience | Experience_skills | the Rail Industry, Experience in the Rail Industry
3173,3173,webNLG,Some experience | Experience_skills | working in a fast - paced environment,Some experience of working in a fast-paced environment
3174,3174,webNLG,The ability | knowledge_skills | react positively to changing priorities, The ability to react positively to changing priorities
3175,3175,webNLG,Experience | Experience_skills | providing excellent customer service, Experience in providing excellent customer service
3176,3176,webNLG,Our ability | knowledge_skills | shape the future of healthcare depends on the passion and hard work of our people, Our ability to shape the future of healthcare depends on the passion and hard work of our people
3177,3177,webNLG,Proven track record | Experience_skills | managing deals from inception to close, Proven track record of managing deals from inception to close
3178,3178,webNLG,Ability | knowledge_skills | travel 20 - 30 % as required, Ability to travel 20-30% as required
3179,3179,webNLG,Understanding | knowledge_skills | responding positively to any objections customers may have, Understanding and responding positively to any objections customers may have
3180,3180,webNLG,Knowledge | knowledge_skills | Pensions && Knowledge | knowledge_skills | Trusts && Knowledge | knowledge_skills | Investments && Knowledge | knowledge_skills | Mortgages," Knowledge of Investments, Mortgages, Pensions and Trusts"
3181,3181,webNLG,The ability | knowledge_skills | manage your own workload and, The ability to manage your own workload and prioritise accordingly
3182,3182,webNLG,Our | knowledge_skills | freshness, Our focus on freshness makes us stand out as we prepare more fresh food in-store than any other supermarket
3183,3183,webNLG,Solid background | Experience_areas | probability / statistics, Solid background in probability / statistics
3184,3184,webNLG,"Proven experience | Experience_skills | Machine Learning using Python , R , or Scala"," Proven experience in Machine Learning using Python, R, or Scala"
3185,3185,webNLG,Ability | knowledge_skills | work to deadlines, Ability to work to deadlines
3186,3186,webNLG,Ability | knowledge_skills | work within a team && Ability | knowledge_skills | take own initiative, Ability to take own initiative and work within a team
3187,3187,webNLG,The ability | knowledge_skills | multitask && The ability | knowledge_skills | work systematically both in a team environment and autonomously,The ability to multitask and work systematically both in a team environment and autonomously
3188,3188,webNLG,The ability | knowledge_skills | keep focused and self - motivated for long periods of time,The ability to keep focused and self-motivated for long periods of time
3189,3189,webNLG,Ability | knowledge_skills | organise and prioritise work effectively, Ability to organise and prioritise work effectively
3190,3190,webNLG,Ability | knowledge_skills | work as part of a team and on own initiative, Ability to work as part of a team and on own initiative
3191,3191,webNLG,"Ability | knowledge_skills | communicate effectively with the design team and external clients , both verbally and in writing"," Ability to communicate effectively with the design team and external clients, both verbally and in writing"
3192,3192,webNLG,That | knowledge_skills | product knowledge is very important too, That means product knowledge is very important too
3193,3193,webNLG,ability | knowledge_skills | adhere to and manage deadlines,ability to adhere to and manage deadlines;
3194,3194,webNLG,Proven experience | Experience_skills | efficient and accurate data entry utilising different IT systems, Proven experience of efficient and accurate data entry utilising different IT systems
3195,3195,webNLG,"Ability | knowledge_skills | demonstrate good written , analytical and listening skills"," Ability to demonstrate good written, analytical and listening skills"
3196,3196,webNLG,Experience | Experience_skills | working to tight deadlines && Experience | Experience_skills | attention to detail, Experience of working to tight deadlines and attention to detail
3197,3197,webNLG,Previous experience | Experience_skills | working with a Crime Recording Centre ( desirable ), Previous experience of working with a Crime Recording Centre (desirable)
3198,3198,webNLG,That | knowledge_skills | product knowledge is very important too, That means product knowledge is very important too
3199,3199,webNLG,availability | Experience_skills | variable - hours contracts && availability | Experience_skills | guaranteed - hours contracts,availability of guaranteed-hours contracts and variable-hours contracts
3200,3200,webNLG,Experience | Experience_skills | working in a team environment and collaborating with colleagues,Experience of working in a team environment and collaborating with colleagues
3201,3201,webNLG,Ability | knowledge_skills | write code that is ready for production ( Python and Ruby preferred ), Ability to write code that is ready for production (Python and Ruby preferred)
3202,3202,webNLG,Experience | Experience_skills | adjusting data for bias, Experience with adjusting data for bias
3203,3203,webNLG,Substantial experience | Experience_skills | data structure manipulation && Substantial experience | Experience_skills | querying data && Substantial experience | Experience_skills | databases," Substantial experience with databases, querying data, and data structure manipulation"
3204,3204,webNLG,Ability | knowledge_skills | communicate effectively with technical developers and non - technical marketing business partners, Ability to communicate effectively with technical developers and non-technical marketing business partners
3205,3205,webNLG,solid understanding | knowledge_skills | produce rough timelines for deliveries && Ability | knowledge_skills | produce rough timelines for deliveries && solid understanding | knowledge_skills | steps necessary to complete a project, Ability to produce rough timelines for deliveries plus solid understanding of steps necessary to complete a project
3206,3206,webNLG,Ability | knowledge_skills | come up with a rough project structure from scratch, Ability to come up with a rough project structure from scratch
3207,3207,webNLG,Ability | knowledge_skills | perform own research && Ability | knowledge_skills | ask probing questions && Ability | knowledge_skills | critically analyse given data," Ability to critically analyse given data, ask probing questions, and perform own research"
3208,3208,webNLG,Substantial knowledge | knowledge_areas | statistical modeling techniques, Substantial knowledge of statistical modeling techniques
3209,3209,webNLG,good understanding | knowledge_skills | social and digital && good understanding | knowledge_skills | the media environment && good understanding | knowledge_skills | print && good understanding | knowledge_skills | radio,"A good understanding of the media environment including radio, television, print, social and digital"
3210,3210,webNLG,Proven experience | Experience_skills | organising and managing events,Proven experience of organising and managing events
3211,3211,webNLG,Experience | Experience_skills | assisting and managing projects from start to completion,Experience of assisting and managing projects from start to completion
3212,3212,webNLG,Ability | knowledge_skills | work both independently & collaboratively within a team,Ability to work both independently & collaboratively within a team
3213,3213,webNLG,Ability | knowledge_skills | work in a dynamic and fast - paced environment with changing priorities,Ability to work in a dynamic and fast-paced environment with changing priorities
3214,3214,webNLG,Experience | Experience_skills | creating and leading executive - level presentations,"Experience creating and leading executive-level presentations, including high level of proficiency with analytical and presentation tools (e"
3215,3215,webNLG,Ability | knowledge_skills | work within a fast - paced environment, Ability to work within a fast-paced environment
3216,3216,webNLG,Ability | knowledge_skills | complete heavy lifting tasks, Ability to complete heavy lifting tasks
3217,3217,webNLG,Ability | knowledge_skills | work as part of a team && Ability | knowledge_skills | to, Ability to work as part of a team
3218,3218,webNLG,Experience | Experience_skills | a similar role,Experience in a similar role
3219,3219,webNLG,Our passion | knowledge_skills | Currys && Our passion | knowledge_skills | helping everyone enjoy the latest tech, Our passion at Currys is helping everyone enjoy the latest tech
3220,3220,webNLG,Some experience | Experience_skills | providing customer service, Some experience or exposure to providing customer service
3221,3221,webNLG,Experience | Experience_skills | Word ( computer literate ) && Experience | Experience_skills | Excel, Experience with Excel and Word (computer literate)
3222,3222,webNLG,"Experience | Experience_skills | teaching and assessing advanced Hebrew language skills at tertiary level , in person and online , are essential"," Experience of teaching and assessing advanced Hebrew language skills at tertiary level, in person and online, are essential"
3223,3223,webNLG,Experience | Experience_skills | UK higher education, Experience teaching in UK higher education and a track record in curriculum development are highly desirable
3224,3224,webNLG,Advanced knowledge | knowledge_skills | SQL && Advanced knowledge | knowledge_skills | Python, Advanced knowledge of SQL and Python required
3225,3225,webNLG,Working experience | Experience_skills | Docker / containers, Working experience with Docker/containers
3226,3226,webNLG,Experience | Experience_skills | cloud environments && Experience | Experience_skills | AWS, Experience with cloud environments such as AWS
3227,3227,webNLG,Experience | Experience_skills | web scraping technologies, Experience with web scraping technologies
3228,3228,webNLG,Experience | Experience_skills | creating systems from scratch, Experience creating systems from scratch with good knowledge of APIs and web best practices
3229,3229,webNLG,Strong knowledge | knowledge_areas | development best practices && Strong knowledge | knowledge_skills | git, Strong knowledge of git and development best practices
3230,3230,webNLG,Good understanding | knowledge_areas | agile best practises, Good understanding of agile best practises
3231,3231,webNLG,Ability | knowledge_skills | work with business users to explain concepts and understand requirements, Ability to work with business users to explain concepts and understand requirements
3232,3232,webNLG,Understanding | knowledge_skills | Machine Learning && Understanding | knowledge_skills | data analytics, Understanding of Machine Learning and data analytics
3233,3233,webNLG,Knowledge | knowledge_skills | Anaconda && Knowledge | knowledge_skills | python virtual environments, Knowledge of Anaconda and python virtual environments
3234,3234,webNLG,"experience | Experience_skills | working with e - commerce data , especially from Amazon"," Knowledge and experience working with e-commerce data, especially from Amazon"
3235,3235,webNLG,"Recent experience | Experience_skills | working in a similar capacity , ideally within a FinTech / financial services environment","Recent experience of working in a similar capacity, ideally within a FinTech/financial services environment"
3236,3236,webNLG,Working knowledge | knowledge_skills | relevant information security and privacy standards and regulations && Working knowledge | knowledge_areas | GDPR && Working knowledge | knowledge_skills | CIS && Working knowledge | knowledge_areas | CIS && Working knowledge | knowledge_areas | NIST && Working knowledge | knowledge_areas | relevant information security and privacy standards and regulations && Working knowledge | knowledge_areas | ISO27001 && Working knowledge | knowledge_skills | ISO27001 && Working knowledge | knowledge_skills | GDPR && Working knowledge | knowledge_skills | NIST,"Working knowledge of relevant information security and privacy standards and regulations such as ISO27001, CIS, NIST and GDPR"
3237,3237,webNLG,Experience | Experience_skills | working with security questionnaires && Experience | Experience_skills | supplier and third - party security risk management,"Experience in supplier and third-party security risk management, including working with security questionnaires and performing assessments"
3238,3238,webNLG,Knowledge | knowledge_areas | information security related technologies and practices && experience | Experience_areas | information security related technologies and practices,"Knowledge and experience of information security related technologies and practices, especially with regards to cloud technologies (Azure PaaS, IasS and Active Directory)"
3239,3239,webNLG,experience | Experience_areas | technical and business focussed risk management principles and practices && Sound knowledge | knowledge_areas | technical and business focussed risk management principles and practices,Sound knowledge and experience of technical and business focussed risk management principles and practices
3240,3240,webNLG,Ability | knowledge_skills | discuss technical principles and issues to both technical and non - technical audiences,Ability to discuss technical principles and issues to both technical and non-technical audiences
3241,3241,webNLG,"Experience | Experience_skills | drafting and maintaining security policies , standards , and control definitions","Experience of drafting and maintaining security policies, standards, and control definitions"
3242,3242,webNLG,"Proven experience | Experience_skills | working with large , individual - level data sets"," Proven experience working with large, individual-level data sets, including strong information governance track record"
3243,3243,webNLG,Experience | Experience_skills | designing and executing prospective or retrospective database studies, Experience designing and executing prospective or retrospective database studies
3244,3244,webNLG,"Ability | knowledge_skills | travel , including to Leeds on a regular basis and potentially in Europe"," Ability to travel, including to Leeds on a regular basis and potentially in Europe"
3245,3245,webNLG,"Prior experience | Experience_skills | working in a consultancy , CRO or other service sector in the healthcare industry"," Prior experience working in a consultancy, CRO or other service sector in the healthcare industry"
3246,3246,webNLG,Some experience | Experience_skills | providing administration support to large teams is advantageous, Some experience in providing administration support to large teams is advantageous
3247,3247,webNLG,Excellent ability | knowledge_skills | develop positive and productive working relationships, Excellent ability to develop positive and productive working relationships
3248,3248,webNLG,Previous experience | Experience_skills | Insurtech && Previous experience | Experience_skills | B2B / Financial Services && Previous experience | Experience_skills | Fintech /,Previous experience with B2B/Financial Services/Fintech/Insurtech
3249,3249,webNLG,Working knowledge | knowledge_skills | events && Working knowledge | knowledge_areas | the European financial / insurance media,Working knowledge of the European financial/insurance media and events
3250,3250,webNLG,Good knowledge | knowledge_skills | current trends in && Good knowledge | knowledge_areas | current trends in digital PR,"Good knowledge of the European financial/insurance & startup ecosystem, and of current trends in digital PR"
3251,3251,webNLG,Experience | Experience_skills | working in a fast - paced environment,Experience of working in a fast-paced environment
3252,3252,webNLG,Experience | Experience_skills | data querying languages ( e, Experience with data querying languages (e
3253,3253,webNLG,Degree | Experience_areas | a quantitative field && Degree | degree_in | a quantitative field, Degree in a quantitative field
3254,3254,webNLG,strong knowledge | knowledge_skills | environmental && strong knowledge | knowledge_areas | environmental legislation,"have strong knowledge of environmental legislation, and understand the role that geomorphology can play in helping us tackle the climate crisis,"
3255,3255,webNLG,Understanding | knowledge_areas | investor relations && Understanding | knowledge_areas | the financial markets && Understanding | knowledge_skills | investor relations, Understanding of the financial markets & investor relations
3256,3256,webNLG,Demonstrate proficiency | knowledge_skills | job knowledge ( i, Demonstrate proficiency in job knowledge (i
3257,3257,webNLG,a familiarity | knowledge_skills | trend awareness, Exhibit a familiarity with current product and trend awareness
3258,3258,webNLG,Previous experience | Experience_skills | retail environment, Previous experience in a retail environment – not a must
3259,3259,webNLG,Experience | Experience_skills | Africa && Experience | Experience_skills | Middle East && Experience | Experience_skills | Arabic language skills && Experience | Experience_skills | French && Experience | Experience_skills | the," Experience in Africa and the Middle East, as well as French and Arabic language skills, are particularly advantageous"
3260,3260,webNLG,"good knowledge | knowledge_skills | the current methods , legislation , techniques and && good knowledge | knowledge_skills | social and sustainability issues"," A very good knowledge of social and sustainability issues including the current methods, legislation, techniques and guidance"
3261,3261,webNLG,Thorough understanding | knowledge_areas | social standards of && Thorough understanding | knowledge_areas | international financing institutions, Thorough understanding of social standards of international financing institutions
3262,3262,webNLG,"First degree | degree_in | relevant discipline ( social studies , anthropology , environmental policy )"," First degree in relevant discipline (social studies, anthropology, environmental policy)"
3263,3263,webNLG,Experience | Experience_areas | the energy sector && Experience | Experience_areas | oil and gas," Experience in the energy sector, including oil and gas and renewables, an advantage"
3264,3264,webNLG,Ability | knowledge_skills | communicate confidently and effectively with peers relating to project work, Ability to communicate confidently and effectively with peers relating to project work including the ability to ask for help when needed
3265,3265,webNLG,Ability | knowledge_skills | develop and retain client relationships, Ability to develop and retain client relationships
3266,3266,webNLG,Knowledge | knowledge_areas | the && Knowledge | knowledge_skills | Travel & Tourism industry && Knowledge | knowledge_areas | Travel & Tourism industry && Knowledge | knowledge_skills | the,Knowledge of the Travel & Tourism industry
3267,3267,webNLG,Ability | knowledge_skills | drive continuous improvements of process and deliverables,Ability to drive continuous improvements of process and deliverables
3268,3268,webNLG,proficiency | knowledge_skills | ABOR data sets && Strong functional experience | Experience_skills | IBOR,Strong functional experience and proficiency of IBOR and ABOR data sets
3269,3269,webNLG,Strong experience | Experience_skills | writing good quality Functional Specifications,Strong experience in writing good quality Functional Specifications
3270,3270,webNLG,Strong experience | Experience_skills | delivering Reporting solutions,Strong experience in delivering Reporting solutions
3271,3271,webNLG,Strong | Experience_areas | agile methodology,Strong working experience of agile methodology
3272,3272,webNLG,"Good experience | Experience_skills | writing business requirements specifications , data flows and data models","Good experience in writing business requirements specifications, data flows and data models"
3273,3273,webNLG,Good Proficiency | knowledge_skills | understanding Postgre / Oracle / MS SQL SQL,Good Proficiency in understanding Postgre / Oracle / MS SQL SQL
3274,3274,webNLG,Good experience | Experience_skills | working with remote / offshore teams,Good experience in working with remote/ offshore teams
3275,3275,webNLG,"Good experience | Experience_skills | working and delivering artefacts in Agile Delivery model - mainly Scrum , Kanban","Good experience in working and delivering artefacts in Agile Delivery model - mainly Scrum, Kanban"
3276,3276,webNLG,Ability | knowledge_skills | work on a long term contract at a company with a track record of internal progression and promotion,Ability to work on a long term contract at a company with a track record of internal progression and promotion
3277,3277,webNLG,Experience | Experience_skills | deploying machine learning models in production environments,"Experience deploying machine learning models in production environments is desired, and an interest in this is essential"
3278,3278,webNLG,Passionate | knowledge_skills | want to make a difference && Passionate | knowledge_skills | offering superior services,Passionate about offering superior services and want to make a difference
3279,3279,webNLG,Understanding | knowledge_skills | how && Understanding | knowledge_areas | how, Understanding how and why we engage our supporters is key
3280,3280,webNLG,Ability | knowledge_skills | be invigorated by constant personal interaction && Ability | knowledge_skills | deliver great customer experiences in a very active environment,Ability to deliver great customer experiences in a very active environment and to be invigorated by constant personal interaction
3281,3281,webNLG,Our | knowledge_skills | freshness, Our focus on freshness makes us stand out as we prepare more fresh food in-store than any other supermarket
3282,3282,webNLG,The ability | knowledge_skills | learn and take in large amounts of information, The ability to learn and take in large amounts of information
3283,3283,webNLG,"Proven experience | Experience_skills | delivering business value using supervised learning techniques such as GLM ' s ,","Proven experience delivering business value using supervised learning techniques such as GLM's, random forests, or gradient boosted ensembles"
3284,3284,webNLG,"Experience | Experience_skills | working with unstructured data such as image , speech or text && Experience | Experience_skills | proficiency with","Experience working with unstructured data such as image, speech or text, and proficiency with machine learning frameworks"
3285,3285,webNLG,"Experience | Experience_skills | using various tools , such as Python or R , preferably within a Cloud environment","Experience using various tools, such as Python or R, preferably within a Cloud environment"
3286,3286,webNLG,Ability | knowledge_skills | initiate and drive projects to completion with minimal guidance,Ability to initiate and drive projects to completion with minimal guidance
3287,3287,webNLG,Previous experience | Experience_skills | administrative or support role,"Previous experience in an administrative or support role, ideally with some exposure to ecommerce operations"
3288,3288,webNLG,Ability | knowledge_skills | maintain composure and customer focus while troubleshooting and solving technical issues,Ability to maintain composure and customer focus while troubleshooting and solving technical issues
3289,3289,webNLG,Ability | knowledge_skills | adhere to a schedule of customer appointments,Ability to adhere to a schedule of customer appointments
3290,3290,webNLG,experience | Experience_skills | taking && experience | Experience_skills | data && A track record | Experience_skills | data && A track record | Experience_skills | taking,A track record of data-driven modelling and experience of taking algorithm implementation and machine learning models into production ready systems
3291,3291,webNLG,familiarity | knowledge_skills | SQL && Proficiency | knowledge_skills | R / Python && Proficiency | knowledge_skills | analytical tools,Proficiency with analytical tools like R/Python and familiarity with SQL
3292,3292,webNLG,Demonstrable experience | Experience_skills | applying these to solving real world classification and regression problems,Demonstrable experience in applying these to solving real world classification and regression problems
3293,3293,webNLG,Our passion | knowledge_skills | Currys && Our passion | knowledge_skills | helping everyone enjoy the latest tech, Our passion at Currys is helping everyone enjoy the latest tech
3294,3294,webNLG,"Excellent knowledge | knowledge_skills | Microsoft packages ( Excel , Outlook , Word , Teams etc","Excellent knowledge of Microsoft packages (Excel, Outlook, Word, Teams etc"
3295,3295,webNLG,Experience | Experience_skills | working in a similar role && Experience | knowledge_skills | working in a similar role, Experience of working in a similar role or demonstrate a good understanding of what the role requires
3296,3296,webNLG,good understanding | knowledge_skills | project finances && good understanding | knowledge_skills | business, A good understanding of business and project finances
3297,3297,webNLG,Previous experience | Experience_skills | working in a customer facing environment preferred,Previous experience of working in a customer facing environment preferred
3298,3298,webNLG,The ability | knowledge_skills | maximise selling potential && The ability | knowledge_skills | recognise sales opportunities,The ability to recognise sales opportunities and maximise selling potential
3299,3299,webNLG,The ability | knowledge_skills | multitask,The ability to multitask and handle the pressure of a busy day
3300,3300,webNLG,No experience necessary | Experience_skills | comprehensive training is provided, No experience necessary as comprehensive training is provided
3301,3301,webNLG,track record | Experience_skills | undertaking business analysis and business performance reporting,track record of undertaking business analysis and business performance reporting
3302,3302,webNLG,Experience | Experience_skills | 121 ’ s && Experience | Experience_skills | coaching and leading of team meetings," Experience of 121’s, coaching and leading of team meetings"
3303,3303,webNLG,Ability | knowledge_skills | learn new tasks with minimal supervision, Ability to learn new tasks with minimal supervision
3304,3304,webNLG,Ability | knowledge_skills | keep to timescales && Ability | knowledge_skills | plan tasks, Ability to plan tasks and keep to timescales
3305,3305,webNLG,Experience | Experience_skills | working in a similar role && Experience | knowledge_skills | working in a similar role, Experience of working in a similar role or demonstrate a good understanding of what the role requires
3306,3306,webNLG,Ability | knowledge_skills | use their own initiative and problem solve, Ability to use their own initiative and problem solve
3307,3307,webNLG,Ability | knowledge_skills | work with a variety of people at all levels of the business, Ability to work with a variety of people at all levels of the business
3308,3308,webNLG,Confident | knowledge_skills | work independently,Confident in ability to work independently
3309,3309,webNLG,Knowledge | knowledge_skills | commodities / PNL / Pricing,Knowledge on commodities/PNL/Pricing is a plus
3310,3310,webNLG,Good knowledge | knowledge_skills | script languages ( Powershell … ) && Good knowledge | knowledge_skills | Windows environment,Good knowledge of script languages (Powershell …) and Windows environment
3311,3311,webNLG,"Experience | Experience_skills | leveraging digital technology in trading , operational , reporting and analysis processes","Experience in leveraging digital technology in trading, operational, reporting and analysis processes"
3312,3312,webNLG,Gaining experience | Experience_skills | working within a large organisation,Gaining experience of working within a large organisation
3313,3313,webNLG,"need | knowledge_skills | understand the processes , terminology and departments involved in supply chain","Previous background in supply chain/logistics - need to understand the processes, terminology and departments involved in supply chain"
3314,3314,webNLG,"previous experience | Experience_skills | working with SSRS , Python Scripting ( ideally ) and ETL && Strong understanding | knowledge_skills | supply chain data","Strong understanding of supply chain data - previous experience working with SSRS, Python Scripting (ideally) and ETL"
3315,3315,webNLG,Previous experience | Experience_skills | similar administration role && Previous experience | Experience_areas | similar administration && Previous experience | Experience_skills | a, Previous experience in a similar administration role
3316,3316,webNLG,Proficient | knowledge_skills | word && Proficient | knowledge_skills | all Microsoft packages && Proficient | knowledge_skills | excel," Proficient in all Microsoft packages, particularly word and excel"
